"r","theo","border","trans","iso"
0,0,0,0,0
1.45849609375,6.68282999622502,0,0,0
2.9169921875,26.7313199849001,0,0,0
4.37548828125,60.1454699660252,0,0,0
5.833984375,106.9252799396,0,0,0
7.29248046875,167.070749905626,0,0,0
8.7509765625,240.581879864101,0,0,0
10.20947265625,327.458669815026,0,0,0
11.66796875,427.701119758401,0,0,0
13.12646484375,541.309229694227,0,0,0
14.5849609375,668.282999622502,0,0,0
16.04345703125,808.622429543228,0,0,0
17.501953125,962.327519456403,90.9239499929765,89.2872550663743,88.9009202032688
18.96044921875,1129.39826936203,121.539238604891,119.307229997236,118.534560271025
20.4189453125,1309.8346792601,152.116845271668,149.327204928098,148.168200338781
21.87744140625,1503.63674915063,152.116845271668,149.327204928098,148.168200338781
23.3359375,1710.80447903361,182.772158689821,179.34717985896,177.801840406538
24.79443359375,1931.33786890903,245.254371507057,239.387129720683,237.06912054205
26.2529296875,2165.23691877691,308.144149290679,299.444879745426,296.336400677563
27.71142578125,2412.50162863723,369.772979148815,359.520429933186,355.603680813075
29.169921875,2673.13199849001,462.811096811097,449.810404294808,444.504601016344
30.62841796875,2947.12802833523,586.227389294056,569.908104181274,563.039161287369
32.0869140625,3234.48971817291,679.66433753341,660.003629299896,651.940081490638
33.54541015625,3535.21706800304,744.329567342245,720.061379324639,711.20736162615
35.00390625,3849.31007782561,904.076501468959,870.370244356388,859.375561964931
36.46240234375,4176.76874764064,998.900617283951,961.24164767411,948.2764821682
37.9208984375,4517.59307744811,1032.80586016826,991.470612982412,977.910122235956
39.37939453125,4871.78306724804,1284.86040183975,1234.2459316045,1214.97924277801
40.837890625,5239.33871704042,1665.2707538469,1598.29944342383,1570.58292359108
42.29638671875,5620.26002682524,1932.34247852046,1900.39891701921,1888.19570250044
43.7548828125,6014.54699660252,2120.86369593709,2082.18384203785,2065.99754290698
45.21337890625,6422.19962637224,2372.22531915926,2324.38890413342,2303.06666344903
46.671875,6843.21791613442,2658.49140662973,2596.66953486255,2569.76942405883
48.13037109375,7277.60186588905,2878.72146398367,2808.63894882822,2769.79649451619
49.5888671875,7725.35147563612,3162.7460177856,3111.63653149122,3071.70773098358
51.04736328125,8186.46674537565,3508.72110865833,3505.72269395737,3493.30674140761
52.505859375,8660.94767510763,3734.90403905903,3748.27395590477,3754.03147293511
53.96435546875,9148.79426483205,4064.95204470158,4112.49011632178,4124.87179011773
55.4228515625,9650.00651454893,4374.86420083185,4447.40453444226,4475.7548655238
56.88134765625,10164.5844242583,5091.17088809239,5116.11671319924,5127.69494701443
58.33984375,10692.52799396,5629.4318188634,5632.74246603294,5647.35323178376
59.79833984375,11233.8372236543,6244.81847341252,6209.2220703578,6218.76022217262
61.2568359375,11788.5121133409,6935.456318378,6911.03142682322,6925.96806628162
62.71533203125,12356.5526630201,7877.04486772487,7795.68369190639,7794.09416137265
64.173828125,12937.9588726916,8443.02374608941,8315.41601868067,8297.86604252451
65.63232421875,13532.7307423557,9161.57895852255,9081.32902571102,9070.84133432284
67.0908203125,14140.8682720121,9716.82616812998,9663.08131865738,9651.17820979027
68.54931640625,14762.3714616611,10251.0128921271,10152.6939782456,10125.3164508744
70.0078125,15397.2403113024,10904.5511982571,10797.4565723506,10766.1332741541
71.46630859375,16045.4748209363,11756.9234297311,11625.3378668858,11574.0822327438
72.9248046875,16707.0749905626,12726.7337905807,12637.8169331563,12594.7085710146
74.38330078125,17382.0408201813,13689.7607356322,13559.5654600557,13490.6802678343
75.841796875,18070.3723097925,14523.4347010911,14419.423346196,14340.3328051035
77.30029296875,18772.0694593961,15361.7337648328,15249.551544001,15167.2441555431
78.7587890625,19487.1322689922,16215.4866872428,16142.4846233933,16075.0461088598
80.21728515625,20215.5607385807,16988.2569515273,16972.9965825083,16945.0976469642
81.67578125,20957.3548681617,17737.8000826489,17771.6290540561,17751.3628063886
83.13427734375,21712.5146577351,18616.3824539623,18696.8407917416,18714.1408671506
84.5927734375,22481.040107301,19792.5624420482,19808.8500569958,19808.2545440738
86.05126953125,23262.9312168593,20643.0068327848,20642.5256292317,20627.7397057342
87.509765625,24058.1879864101,21654.1337204436,21598.9810165145,21557.5621866144
88.96826171875,24866.8104159533,22500.6596672944,22464.3666533868,22429.4037235867
90.4267578125,25688.798505489,23618.0739171375,23547.9813971491,23500.9822308651
91.88525390625,26524.1522550171,24856.4958136607,24782.6571377806,24754.5427092993
93.34375,27372.8716645377,25775.8865668505,25742.4026442561,25731.7597881651
94.80224609375,28234.9567340507,27225.7173926768,27103.6546973971,27054.2784871212
96.2607421875,29110.4074635562,28247.3202967172,28125.4889114845,28074.7885769543
97.71923828125,29999.2238530541,29428.3816664025,29239.7500183996,29176.0159743663
99.177734375,30901.4059025445,30413.5185079062,30202.1006217702,30127.7374811258
100.63623046875,31816.9536120273,31534.2591421882,31318.8208559223,31207.4039717398
102.0947265625,32745.8669815026,32838.6781348255,32531.435776198,32370.2989439824
103.55322265625,33688.1460109703,33974.1356921763,33678.7004981536,33527.3043629273
105.01171875,34643.7907004305,34744.3692968331,34488.790209375,34323.3503403191
106.47021484375,35612.8010498831,35925.627425684,35706.8785601074,35513.1666115894
107.9287109375,36595.1770593282,36830.292135677,36735.2238794262,36579.6620490619
109.38720703125,37590.9187287657,37685.2680555555,37641.6312197473,37498.8409726597
110.845703125,38600.0260581957,38608.6703703704,38518.2642673905,38360.4157704523
112.30419921875,39622.4990476181,39967.6906839686,39865.4250157673,39689.3218155809
113.7626953125,40658.337697033,41461.6989355925,41276.7086595113,41097.6545302481
