"r","theo","border"
0,0,0
3.17865923656913,31.7422580346509,0
6.35731847313826,126.969032138604,0
9.53597770970739,285.680322311858,1.97461853114275
12.7146369462765,507.876128554415,3.95158137966783
15.8932961828457,793.556450866273,15.8157139277463
19.0719554194148,1142.72128924743,41.5409229275992
22.2506146559839,1555.37064369789,87.0588204899211
25.429273892553,2031.50451421766,172.20045115378
28.6079331291222,2571.12290080672,292.192302656765
31.7865923656913,3174.22580346509,440.193359426257
34.9652516022604,3840.81322219276,679.612985073487
38.1439108388296,4570.88515698973,1071.15304783633
41.3225700753987,5364.44160785601,1621.51102464852
44.5012293119678,6221.48257479158,2357.71150200942
47.679888548537,7142.00805779646,3268.94546018934
50.8585477851061,8126.01805687063,4512.24772129835
54.0372070216752,9173.51257201411,5972.75450908161
57.2158662582444,10284.4916032269,7483.56083223073
60.3945254948135,11458.955150509,9144.27654185064
63.5731847313826,12696.9032138604,10722.704999703
66.7518439679517,13998.3357932811,12380.282309192
69.9305032045209,15363.252888771,14160.8433311097
73.10916244109,16791.6545003303,16087.6817893449
76.2878216776591,18283.5406279589,18097.0432926823
79.4664809142283,19838.9112716568,20225.9646826605
82.6451401507974,21457.766431424,22451.7001149985
85.8237993873665,23140.1061072605,24768.7527274067
89.0024586239357,24885.9302991663,26982.9635048556
92.1811178605048,26695.2390071414,29467.012196961
95.3597770970739,28568.0322311858,31869.7032428144
98.538436333643,30504.3099712995,34522.2767662525
101.717095570212,32504.0722274825,37070.1185984934
104.895754806781,34567.3189997348,39686.7526729765
108.07441404335,36694.0502880565,42443.6655639154
111.25307327992,38884.2660924474,45210.5605183928
114.431732516489,41137.9664129076,48005.6263923274
117.610391753058,43455.1512494371,50967.0161700233
120.789050989627,45835.8206020359,53995.3528108643
123.967710226196,48279.974470704,56994.8956282714
127.146369462765,50787.6128554415,60160.8437467448
130.325028699334,53358.7357562482,63378.6913763271
133.503687935903,55993.3431731242,66623.1036384562
136.682347172473,58691.4351060695,70090.1468336764
139.861006409042,61453.0115550842,73542.4949191935
143.039665645611,64278.0725201681,76916.5245899487
