agriculture,grazing,kruger,private_reserve
1.0,1.6223629993723483e-148,1.5399274753291363e-121,1.0617601751144691e-271
1.6223629993723483e-148,1.0,1.426789039559199e-200,0.0
1.5399274753291363e-121,1.426789039559199e-200,1.0,2.706855736122702e-37
1.0617601751144691e-271,0.0,2.706855736122702e-37,1.0
