agriculture,grazing,kruger,private_reserve
1.0,3.226296690113752e-10,0.0003498879316566015,1.1510649806735745e-14
3.226296690113752e-10,1.0,7.234632078639528e-14,1.366131148885158e-05
0.0003498879316566015,7.234632078639528e-14,1.0,6.878702260564861e-12
1.1510649806735745e-14,1.366131148885158e-05,6.878702260564861e-12,1.0
