agriculture,grazing,kruger,private_reserve
1.0,0.7378777303613243,5.4058818568243114e-14,5.502134531997439e-34
0.7378777303613243,1.0,1.0773959002668406e-37,5.880790408231406e-87
5.4058818568243114e-14,1.0773959002668406e-37,1.0,3.080373001876313e-51
5.502134531997439e-34,5.880790408231406e-87,3.080373001876313e-51,1.0
