"r","theo","border"
0,0,0
3.61208671161663,40.9888947172193,0
7.22417342323326,163.955578868877,0
10.8362601348499,368.900052454973,0
14.4483468464665,655.822315475508,0
18.0604335580832,1024.72236793048,3.2970214227526
21.6725202696998,1475.60020981989,13.1941584856494
25.2846069813164,2008.45584114374,42.907358813626
28.896693692933,2623.28926190203,89.2249134406488
32.5087804045497,3320.10047209476,145.537843292914
36.1208671161663,4098.88947172193,340.900742376505
39.7329538277829,4959.65626078353,682.01156069963
43.3450405393996,5902.40083927957,1274.63325664737
46.9571272510162,6927.12320721005,2112.87258503349
50.5692139626328,8033.82336457497,3521.42643770692
54.1813006742495,9222.50131137433,5189.18288263027
57.7933873858661,10493.1570476081,6990.1382282307
61.4054740974827,11845.7905732764,9029.44759577646
65.0175608090993,13280.401888379,10961.0226754234
68.629647520716,14796.9909929162,13157.3376375933
72.2417342323326,16395.5578868877,15560.8530013065
75.8538209439492,18076.1025702937,18040.4000871259
79.4659076555659,19838.6250431341,20846.752502722
83.0779943671825,21683.125305409,23858.4876204288
86.6900810787991,23609.6033571183,26829.0813803389
90.3021677904158,25618.059198262,29867.0694578205
93.9142545020324,27708.4928288402,32962.5736985845
97.526341213649,29880.9042488528,36217.8918050434
101.138427925266,32135.2934582999,39498.821427089
104.750514636882,34471.6604571814,42850.8569650538
108.362601348499,36890.0052454973,46361.9082438465
111.974688060116,39390.3278232477,49538.1452197087
115.586774771732,41972.6281904325,53190.571259899
119.198861483349,44636.9063470518,56955.8583568755
122.810948194965,47383.1622931055,60914.0963176078
126.423034906582,50211.3960285936,64714.2378598065
130.035121618199,53121.6075535161,68835.7425882896
133.647208329815,56113.7968678732,73023.4034136501
137.259295041432,59187.9639716646,77386.9177716941
140.871381753049,62344.1088648905,81766.1146798129
144.483468464665,65582.2315475508,86158.0459313521
148.095555176282,68902.3320196456,90896.3734340575
151.707641887898,72304.4102811748,95373.6822950196
155.319728599515,75788.4663321384,99922.1515599116
158.931815311132,79354.5001725365,104941.290173593
162.543902022748,83002.511802369,109951.255028314
166.155988734365,86732.501221636,114805.080911662
169.768075445982,90544.4684303373,120230.060803928
173.380162157598,94438.4134284732,125735.356629362
176.992248869215,98414.3362160434,130971.042013905
180.604335580832,102472.236793048,136412.832237237
184.216422292448,106612.115159487,142014.671668516
187.828509004065,110833.971315361,147408.351956629
191.440595715681,115137.805260669,153239.574486625
195.052682427298,119523.616995411,159266.806653652
198.664769138915,123991.406519588,164995.830243473
202.276855850531,128541.1738332,170838.681983427
205.888942562148,133172.918936245,177097.033617233
209.501029273765,137886.641828726,183788.312027886
213.113115985381,142682.34251064,189798.296915507
216.725202696998,147560.020981989,196216.669532847
220.337289408614,152519.677242773,202930.969540264
223.949376120231,157561.311292991,209181.669543323
227.561462831848,162684.923132643,215727.328335917
231.173549543464,167890.51276173,222675.563806477
234.785636255081,173178.080180251,229339.527102509
238.397722966698,178547.625388207,236520.36909214
242.009809678314,183999.148385597,244003.058235626
245.621896389931,189532.649172422,251044.168375891
249.233983101547,195148.127748681,258428.880123492
252.846069813164,200845.584114374,265872.028908349
256.458156524781,206625.018269502,273366.445535682
260.070243236397,212486.430214065,280871.442666431
263.682329948014,218429.819948061,288413.32510239
267.294416659631,224455.187471493,296195.71517297
270.906503371247,230562.532784358,303891.251790733
274.518590082864,236751.855886658,312019.554056326
278.130676794481,243023.156778393,319966.131269534
281.742763506097,249376.435459562,328180.606526763
285.354850217714,255811.691930165,336318.629433761
288.96693692933,262328.926190203,344577.745538329
292.579023640947,268928.138239676,353341.540643398
