"r","theo","border","trans","iso"
0,0,0,0,0
1.08447265625,3.69476724789775,0,0,0
2.1689453125,14.779068991591,0,0,0
3.25341796875,33.2529052310798,0,0,0
4.337890625,59.116275966364,0,0,0
5.42236328125,92.3691811974438,0,0,0
6.5068359375,133.011620924319,0,0,0
7.59130859375,181.04359514699,0,0,0
8.67578125,236.465103865456,0,0,0
9.76025390625,299.276147079718,0,0,0
10.8447265625,369.476724789775,0,0,0
11.92919921875,447.066836995628,0,0,0
13.013671875,532.046483697276,0,0,0
14.09814453125,624.41566489472,0,0,0
15.1826171875,724.174380587959,0,0,0
16.26708984375,831.322630776994,0,0,0
17.3515625,945.860415461824,0,0,0
18.43603515625,1067.78773464245,0,0,0
19.5205078125,1197.10458831887,0,0,0
20.60498046875,1333.81097649109,0,0,0
21.689453125,1477.9068991591,0,0,0
22.77392578125,1629.39235632291,0,0,0
23.8583984375,1788.26734798251,0,0,0
24.94287109375,1954.53187413791,0,0,0
26.02734375,2128.1859347891,0,0,0
27.11181640625,2309.22952993609,0,0,0
28.1962890625,2497.66265957888,0,0,0
29.28076171875,2693.48532371746,0,0,0
30.365234375,2896.69752235184,0,0,0
31.44970703125,3107.29925548201,0,0,0
32.5341796875,3325.29052310798,0,0,0
33.61865234375,3550.67132522974,0,0,0
34.703125,3783.4416618473,0,0,0
35.78759765625,4023.60153296065,0,0,0
36.8720703125,4271.1509385698,0,0,0
37.95654296875,4526.08987867474,0,0,0
39.041015625,4788.41835327549,0,0,0
40.12548828125,5058.13636237202,0,0,0
41.2099609375,5335.24390596435,0,0,0
42.29443359375,5619.74098405248,0,0,0
43.37890625,5911.6275966364,219.828806021211,197.659125532297,188.766039952996
44.46337890625,6210.90374371612,219.828806021211,197.659125532297,188.766039952996
45.5478515625,6517.56942529163,221.228989499053,197.659125532297,188.766039952996
46.63232421875,6831.62464136294,221.228989499053,197.659125532297,188.766039952996
47.716796875,7153.06939193005,445.294248094248,395.318251064593,377.532079905993
48.80126953125,7481.90367699295,890.588496188496,991.598901343227,959.537246550299
49.8857421875,7818.12749655164,1113.23562023562,1190.35514090649,1148.3032865033
50.97021484375,8161.74085060613,1113.23562023562,1190.35514090649,1148.3032865033
52.0546875,8512.74373915642,2029.84780624781,1992.61041706739,1903.36744631528
53.13916015625,8871.1361622025,2270.12753930401,2194.73231098923,2092.13348626828
54.2236328125,9236.91811974438,2285.06258890469,2194.73231098923,2092.13348626828
55.30810546875,9610.08961178205,2300.19545373188,2194.73231098923,2092.13348626828
56.392578125,9990.65063831552,2797.28467259205,2593.86831573033,2469.66556617427
57.47705078125,10378.6011993448,3071.62154807869,2795.99020965217,2658.43160612727
58.5615234375,10773.9412948698,3307.90012870013,2998.80430184087,2847.19764608026
59.64599609375,11176.6709248907,3544.17870932157,3402.88895947021,3328.52805120056
60.73046875,11586.7900894073,3662.31799963229,3604.87827967178,3585.02010674905
61.81494140625,12004.2987884198,4072.13912395154,4010.1100217182,3962.55218665504
62.8994140625,12429.197021928,4582.81996996997,4414.27424445471,4340.08426656103
63.98388671875,12861.4847899321,4824.02102102102,4613.59652120508,4528.85030651403
65.068359375,13301.1620924319,4979.19931959932,4818.02623282173,4796.85142193114
66.15283203125,13748.2289294275,5100.64320544321,5224.80660415721,5257.31855173858
67.2373046875,14202.685300919,5381.16147696993,5630.20147392793,5635.44234572832
68.32177734375,14664.5312069062,6114.95622382946,6238.08819757489,6201.74046558731
69.40625,15133.7666473892,6202.31274131274,6238.08819757489,6201.74046558731
70.49072265625,15610.391622368,6698.49776061776,6644.86856891037,6579.2725454933
71.5751953125,16094.4061318426,7318.72903474903,7260.16286116107,7180.57883550467
72.65966796875,16585.810175813,7225.46798185046,7260.16286116107,7180.57883550467
73.744140625,17084.6037542792,7789.37511923688,7664.19451017731,7558.11091541067
74.82861328125,17590.7868672412,7917.06979332273,8069.76927322132,8112.3723898169
75.9130859375,18104.359514699,8104.35531531532,8279.97604290004,8353.84075761721
76.99755859375,18625.3216966526,7905.63444937475,8889.2946219714,9159.23263460842
78.08203125,19153.6734131019,8424.03670835014,9296.91299723421,9536.76471451441
79.16650390625,19689.4146640471,9923.70038610039,10745.0794485962,11075.9839999997
80.2509765625,20232.5454494881,10446.0004064215,11156.9600197394,11453.5160799057
81.33544921875,20783.0657694249,11446.0862407862,11981.8342787714,12208.5802397177
82.419921875,21340.9756238574,12761.7283374283,13235.9381470705,13416.2616353449
83.50439453125,21906.2750127858,13024.8567567568,13645.1237879288,13843.6130339621
84.5888671875,22478.9639362099,14077.3704340704,14883.3766451294,15200.4635233194
85.67333984375,23059.0423941299,14847.6738601197,15511.7033740078,15788.8088200052
86.7578125,23646.5103865456,15112.8108933361,15714.4907555298,15977.5748599582
87.84228515625,24241.3679134571,15908.2219929854,16334.7131552125,16543.8729798172
88.9267578125,24843.6149748645,16832.1225779626,17373.873134564,17596.0005344335
90.01123046875,25453.2515707676,17099.2991268191,17581.8932085841,17690.38355441
91.095703125,26070.2777011665,17232.8874012474,17789.2968438073,17937.0135963978
92.18017578125,26694.6933660613,18568.7701455301,18834.8007228168,18880.8437961628
93.2646484375,27326.4985654518,18981.9617850409,19668.4690752013,19833.9999141504
94.34912109375,27965.6932993381,19655.0809972763,20298.4047951053,20427.247294852
95.43359375,28612.2775677202,20462.8240519589,21352.52646829,21510.2311992688
96.51806640625,29266.2513705981,21270.5671066415,22201.5632974312,22323.5853440353
97.6025390625,29927.6147079718,21572.4190033784,22621.9946841619,22701.1174239412
