"r","theo","border"
0,0,0
3.89821947988882,47.7400036033141,0
7.79643895977764,190.960014413256,0
11.6946584396665,429.660032429826,0
15.5928779195553,763.840057653025,0
19.4910973994441,1193.50009008285,0
23.3893168793329,1718.64012971931,5.80731113901956
27.2875363592217,2339.26017656239,58.1405598354804
31.1857558391105,3055.3602306121,139.667115605716
35.0839753189994,3866.94029186844,297.207232006494
38.9821947988882,4774.00036033141,566.860277349967
42.880414278777,5776.540436001,1156.87536258178
46.7786337586658,6874.56051887722,2068.1909589156
50.6768532385546,8068.06060896007,3149.29171916939
54.5750727184435,9357.04070624955,4829.68784365866
58.4732921983323,10741.5008107457,6664.50558341876
62.3715116782211,12221.4409224484,8538.15944481985
66.2697311581099,13796.8610413578,10588.7257567181
70.1679506379987,15467.7611674737,13042.3790194655
74.0661701178876,17234.1413007964,15608.5574585088
77.9643895977764,19096.0014413256,18312.0976334073
81.8626090776652,21053.3415890615,21305.5208161069
85.760828557554,23106.161744004,24196.9907817813
89.6590480374428,25254.4619061531,27450.1716611295
93.5572675173316,27498.2420755089,30449.7612277154
97.4554869972205,29837.5022520713,33718.8876900433
101.353706477109,32272.2424358403,37120.4479915935
105.251925956998,34802.4626268159,40828.5171700708
109.150145436887,37428.1628249982,44593.331962209
113.048364916776,40149.3430303871,48300.4225622271
116.946584396665,42966.0032429826,51902.8504113397
120.844803876553,45878.1434627848,55802.241922465
124.743023356442,48885.7636897936,59874.0341978676
128.641242836331,51988.863924009,63797.2096665755
132.53946231622,55187.444165431,68059.9941247244
136.437681796109,58481.5044140597,72085.2394007417
140.335901275997,61871.044669895,76472.8537008974
144.234120755886,65356.0649329369,81161.8702576902
148.132340235775,68936.5652031855,85858.3526071826
152.030559715664,72612.5454806407,90590.9042625388
155.928779195553,76384.0057653025,95750.6048824476
159.826998675442,80250.9460571709,100668.869543061
163.72521815533,84213.366356246,105789.926922383
167.623437635219,88271.2666625277,111047.850769174
171.521657115108,92424.646976016,116223.879714007
175.419876594997,96673.5072967109,121723.135323088
179.318096074886,101017.847624613,127236.541799317
183.216315554774,105457.667959721,133003.720047727
187.114535034663,109992.968302036,138890.00356606
191.012754514552,114623.748651557,144833.868458782
194.910973994441,119350.009008285,150873.049612595
198.80919347433,124171.74937222,157397.492083257
202.707412954219,129088.969743361,163697.18011347
206.605632434107,134101.670121709,169572.640199675
210.503851913996,139209.850507264,176259.343037266
214.402071393885,144413.510900025,182972.194074319
218.300290873774,149712.651299993,189994.035987166
222.198510353663,155107.271707167,196949.016060395
226.096729833551,160597.372121548,203525.946796055
229.99494931344,166182.952543136,210144.574921634
233.893168793329,171864.012971931,217033.879057911
237.791388273218,177640.553407932,224303.699021022
241.689607753107,183512.573851139,231841.888254641
245.587827232996,189480.074301553,239359.429198846
249.486046712884,195543.054759174,246558.25275155
253.384266192773,201701.515224002,254557.111627713
257.282485672662,207955.455696036,262748.502044415
261.180705152551,214304.876175277,270582.475143951
265.07892463244,220749.776661724,278714.034050076
268.977144112328,227290.157155378,286544.865444645
272.875363592217,233926.017656239,294686.942772383
276.773583072106,240657.358164306,303263.248646248
280.671802551995,247484.17867958,311698.242333626
284.570022031884,254406.479202061,319818.80913162
288.468241511773,261424.259731748,328099.969748697
292.366460991661,268537.520268641,336654.674329619
296.26468047155,275746.260812742,345845.621893433
300.162899951439,283050.481364049,355114.614588769
304.061119431328,290450.181922563,364201.802857549
307.959338911217,297945.362488283,373374.730366737
311.857558391105,305536.02306121,382670.151225647
315.755777870994,313222.163641343,392206.766933407
319.653997350883,321003.784228684,401253.223585528
323.552216830772,328880.884823231,410927.587157682
327.450436310661,336853.465424984,420620.173162553
331.34865579055,344921.526033944,430765.71525349
335.246875270438,353085.066650111,440799.520556193
339.145094750327,361344.087273484,450042.426017771
343.043314230216,369698.587904064,460223.81956793
346.941533710105,378148.568541851,470185.169742952
350.839753189994,386694.029186844,480393.358501709
354.737972669882,395334.969839044,491354.019787434
358.636192149771,404071.39049845,502265.540674008
362.53441162966,412903.291165063,513295.271612562
366.432631109549,421830.671838883,524104.944587951
370.330850589438,430853.532519909,534879.07324916
374.229070069327,439971.873208142,545905.381812009
378.127289549215,449185.693903582,557282.47814088
382.025509029104,458494.994606228,567976.782652362
385.923728508993,467899.775316081,579409.624463439
389.821947988882,477400.03603314,591290.767840476
393.720167468771,486995.776757407,603002.444880969
397.61838694866,496686.997488879,614640.796680281
401.516606428548,506473.698227559,626504.771332041
405.414825908437,516355.878973445,639112.944398243
409.313045388326,526333.539726537,651588.372498317
413.211264868215,536406.680486837,664160.338682774
417.109484348104,546575.301254343,676788.724923978
421.007703827992,556839.402029055,688787.144905577
424.905923307881,567198.982810974,700976.043996545
428.80414278777,577654.0436001,713550.764059205
432.702362267659,588204.584396432,726550.64230327
436.600581747548,598850.605199971,739215.251041566
440.498801227437,609592.106010717,752079.684535003
444.397020707325,620429.086828669,764357.520659969
448.295240187214,631361.547653828,777601.141352394
452.193459667103,642389.488486194,791038.181457634
456.091679146992,653512.909325766,804220.67807209
459.989898626881,664731.810172545,818040.547151174
463.888118106769,676046.19102653,831373.341961002
467.786337586658,687456.051887722,845671.957934972
471.684557066547,698961.392756121,860140.742413411
475.582776546436,710562.213631726,873751.870771004
479.480996026325,722258.514514538,887859.700019478
483.379215506213,734050.295404557,902239.91541869
487.277434986102,745937.556301782,917046.794218877
491.175654465991,757920.297206214,931874.357619199
495.07387394588,769998.518117852,947212.1268298
498.972093425769,782172.219036697,961878.979428986
502.870312905658,794441.399962749,978011.230851723
506.768532385546,806806.060896007,992306.109846618
510.666751865435,819266.201836472,1007875.36727642
514.564971345324,831821.822784144,1024136.95506557
518.463190825213,844472.923739022,1039255.6099538
522.361410305102,857219.504701107,1055816.04192834
526.25962978499,870061.565670398,1070767.65057888
530.157849264879,882999.106646897,1086624.37101638
534.056068744768,896032.127630601,1101880.56605505
537.954288224657,909160.628621513,1117939.79752067
541.852507704546,922384.609619631,1134766.14054291
545.750727184435,935704.070624955,1150956.64660121
549.648946664323,949119.011637486,1167564.26974083
553.547166144212,962629.432657225,1183923.40497246
557.445385624101,976235.333684169,1201059.85567928
561.34360510399,989936.71471832,1217434.69959032
565.241824583879,1003733.57575968,1234167.43284936
569.140044063768,1017625.91680824,1251502.55100997
573.038263543656,1031613.73786401,1268910.36688189
576.936483023545,1045697.03892699,1286009.93906631
580.834702503434,1059875.81999718,1304334.82289146
584.732921983323,1074150.08107457,1321965.15036607
588.631141463212,1088519.82215916,1339087.98386149
592.5293609431,1102985.04325097,1355912.19588099
596.427580422989,1117545.74434998,1373000.04921486
600.325799902878,1132201.9254562,1391018.3164995
604.224019382767,1146953.58656962,1408993.18075661
608.122238862656,1161800.72769025,1427462.54730235
612.020458342545,1176743.34881809,1445555.07278557
615.918677822433,1191781.44995313,1462808.21161179
619.816897302322,1206915.03109538,1480540.94690748
623.715116782211,1222144.09224484,1498108.26811318
627.6133362621,1237468.6334015,1517623.00250972
631.511555741989,1252888.65456537,1535183.2384642
635.409775221877,1268404.15573645,1555554.31218327
639.307994701766,1284015.13691473,1574840.06282849
643.206214181655,1299721.59810022,1593540.69482482
647.104433661544,1315523.53929292,1613255.58512125
651.002653141433,1331420.96049283,1632860.40329394
654.900872621321,1347413.86169994,1651839.75616586
658.79909210121,1363502.24291425,1670796.19937845
662.697311581099,1379686.10413578,1688675.16770065
666.595531060988,1395965.44536451,1708189.57461579
670.493750540877,1412340.26660044,1727519.12808328
674.391970020766,1428810.56784359,1746942.68345485
678.290189500654,1445376.34909394,1765717.77373185
682.188408980543,1462037.61035149,1786336.09223591
686.086628460432,1478794.35161626,1807982.97971512
689.984847940321,1495646.57288823,1828651.57739894
693.88306742021,1512594.2741674,1848564.09903583
697.781286900099,1529637.45545379,1868587.80290943
701.679506379987,1546776.11674737,1888381.29459035
705.577725859876,1564010.25804817,1908245.12999874
709.475945339765,1581339.87935617,1928889.68750187
713.374164819654,1598764.98067138,1949292.84646313
717.272384299543,1616285.5619938,1970311.92616109
721.170603779431,1633901.62332342,1990105.52582992
725.06882325932,1651613.16466025,2011587.32037891
728.967042739209,1669420.18600429,2032398.42956876
732.865262219098,1687322.68735553,2054478.00387168
736.763481698987,1705320.66871398,2076061.87318554
740.661701178876,1723414.13007964,2097798.03908364
744.559920658764,1741603.0714525,2119438.07157612
748.458140138653,1759887.49283257,2140028.62775508
752.356359618542,1778267.39421984,2162937.76326289
756.254579098431,1796742.77561433,2186326.68693648
760.15279857832,1815313.63701602,2209595.89998168
764.051018058208,1833979.97842491,2231321.09946302
767.949237538097,1852741.79984101,2253335.34722589
771.847457017986,1871599.10126432,2273961.54392998
775.745676497875,1890551.88269484,2296021.60062394
779.643895977764,1909600.14413256,2317797.48032687
783.542115457653,1928743.88557749,2340196.62013588
787.440334937541,1947983.10702963,2362733.12143151
791.33855441743,1967317.80848897,2386031.47904861
795.236773897319,1986747.98995552,2410382.3735962
799.134993377208,2006273.65142927,2432150.35320206
803.033212857097,2025894.79291023,2455233.85069439
806.931432336985,2045611.4143984,2480243.91567199
810.829651816874,2065423.51589378,2501818.7573468
814.727871296763,2085331.09739636,2524570.72584778
818.626090776652,2105334.15890615,2548549.47681146
822.524310256541,2125432.70042314,2570853.47319613
826.42252973643,2145626.72194735,2595008.59155184
830.320749216318,2165916.22347875,2619757.49312699
834.218968696207,2186301.20501737,2645082.96700524
838.117188176096,2206781.66656319,2670113.34336883
842.015407655985,2227357.60811622,2695571.90521604
845.913627135874,2248029.02967646,2721513.90262371
849.811846615762,2268795.9312439,2746067.53949691
853.710066095651,2289658.31281854,2770617.80959296
857.60828557554,2310616.1744004,2794539.9132449
861.506505055429,2331669.51598946,2817320.00185488
865.404724535318,2352818.33758573,2842106.66074543
869.302944015207,2374062.6391892,2868371.81283799
873.201163495095,2395402.42079989,2892644.56233847
877.099382974984,2416837.68241777,2918394.91708505
880.997602454873,2438368.42404287,2942303.82137313
884.895821934762,2459994.64567517,2967151.76656413
888.794041414651,2481716.34731468,2993798.2464057
892.692260894539,2503533.52896139,3023260.55224306
896.590480374428,2525446.19061531,3048725.82942667
900.488699854317,2547454.33227644,3075402.15611064
904.386919334206,2569557.95394478,3102832.10737026
908.285138814095,2591757.05562032,3128129.40863088
912.183358293984,2614051.63730306,3154801.97368282
916.081577773872,2636441.69899302,3179044.10539602
919.979797253761,2658927.24069018,3206074.37837629
923.87801673365,2681508.26239455,3231145.36444942
927.776236213539,2704184.76410612,3256994.16851823
931.674455693428,2726956.7458249,3285106.11990533
935.572675173316,2749824.20755089,3312370.50394373
939.470894653205,2772787.14928408,3340323.57653596
943.369114133094,2795845.57102448,3370189.26461921
947.267333612983,2818999.47277209,3399569.13649918
951.165553092872,2842248.85452691,3423176.27270252
955.063772572761,2865593.71628893,3451683.98878689
958.961992052649,2889034.05805815,3479195.7467623
962.860211532538,2912569.87983459,3507974.9971392
966.758431012427,2936201.18161823,3534293.26351269
970.656650492316,2959927.96340907,3561919.40823312
974.554869972205,2983750.22520713,3589754.1826968
978.453089452093,3007667.96701239,3622725.86147385
982.351308931982,3031681.18882486,3647832.38827869
986.249528411871,3055789.89064453,3678219.39765393
990.14774789176,3079994.07247141,3705790.61173115
994.045967371649,3104293.7343055,3734436.13447038
997.944186851538,3128688.87614679,3764380.88184408
1001.84240633143,3153179.49799529,3795309.20224497
1005.74062581132,3177765.599851,3822368.2774611
1009.6388452912,3202447.18171391,3849411.02879442
1013.53706477109,3227224.24358403,3876402.76527551
1017.43528425098,3252096.78546136,3903308.5494675
1021.33350373087,3277064.80734589,3933569.57384344
1025.23172321076,3302128.30923763,3963811.78419342
1029.12994269065,3327287.29113657,3993381.5042605
1033.02816217054,3352541.75304273,4023653.31836177
1036.92638165043,3377891.69495609,4054716.64636642
1040.82460113031,3403337.11687665,4082753.51985571
1044.7228206102,3428878.01880443,4115196.84454287
1048.62104009009,3454514.40073941,4149573.92174941
1052.51925956998,3480246.26268159,4182149.89276369
1056.41747904987,3506073.60463099,4211913.24500984
1060.31569852976,3531996.42658759,4244666.69603298
1064.21391800965,3558014.72855139,4276565.89833666
1068.11213748954,3584128.51052241,4305956.03378427
1072.01035696943,3610337.77250062,4334589.43641775
1075.90857644931,3636642.51448605,4362594.49151828
1079.8067959292,3663042.73647868,4398328.79813815
1083.70501540909,3689538.43847852,4428662.3385299
1087.60323488898,3716129.62048557,4459644.40643283
1091.50145436887,3742816.28249982,4490217.58295086
1095.39967384876,3769598.42452128,4521986.64538877
1099.29789332865,3796476.04654995,4553560.4709397
1103.19611280854,3823449.14858582,4591061.23233095
1107.09433228842,3850517.7306289,4621275.46576382
1110.99255176831,3877681.79267918,4653980.04830623
1114.8907712482,3904941.33473668,4685176.27179851
1118.78899072809,3932296.35680137,4720118.03434448
1122.68721020798,3959746.85887328,4756385.21125636
1126.58542968787,3987292.84095239,4790736.0663972
1130.48364916776,4014934.30303871,4826239.47119892
1134.38186864765,4042671.24513224,4860119.91804443
1138.28008812754,4070503.66723297,4899588.54611328
1142.17830760742,4098431.56934091,4932343.35626397
1146.07652708731,4126454.95145605,4970644.74877876
1149.9747465672,4154573.8135784,5007315.31421202
1153.87296604709,4182788.15570796,5039858.32166549
1157.77118552698,4211097.97784473,5079845.01780915
1161.66940500687,4239503.2799887,5116878.20159303
1165.56762448676,4268004.06213988,5150983.97457733
1169.46584396665,4296600.32429826,5190394.5670379
