"r","theo","border"
520.390873903391,850764.21875748,971203.286570573
523.930947875523,862378.612969774,983974.274261621
527.471021847655,874071.748837744,997173.847822878
531.011095819787,885843.626361391,1010392.80474782
534.551169791919,897694.245540714,1023721.86815115
538.091243764051,909623.606375715,1037215.98526775
541.631317736183,921631.708866391,1050552.32957373
545.171391708314,933718.553012744,1064032.03890797
548.711465680446,945884.138814774,1077476.20481358
552.251539652578,958128.466272481,1091184.09563703
555.79161362471,970451.535385864,1104697.42523077
559.331687596842,982853.346154923,1118737.36429186
562.871761568974,995333.898579659,1132359.35443659
566.411835541106,1007893.19266007,1146579.0970029
569.951909513238,1020531.22839616,1160610.97416153
573.49198348537,1033248.00578793,1174708.4114191
577.032057457502,1046043.52483537,1188925.50065959
580.572131429634,1058917.78553849,1203398.91631914
584.112205401766,1071870.78789728,1217910.69238324
587.652279373897,1084902.53191176,1232489.21548561
591.192353346029,1098013.0175819,1247036.81250917
594.732427318161,1111202.24490773,1261789.56857616
598.272501290293,1124470.21388923,1276471.52960668
601.812575262425,1137816.92452641,1291180.73109225
605.352649234557,1151242.37681926,1306246.17929693
608.892723206689,1164746.5707678,1321425.78963012
612.432797178821,1178329.506372,1336959.97489275
615.972871150953,1191991.18363189,1351975.0442264
619.512945123085,1205731.60254745,1367267.28378599
623.053019095217,1219550.76311869,1382768.27945842
626.593093067348,1233448.6653456,1398246.87653072
630.13316703948,1247425.30922819,1413738.03323473
633.673241011612,1261480.69476646,1429442.94172891
637.213314983744,1275614.8219604,1445144.99667942
640.753388955876,1289827.69081002,1460931.00798989
644.293462928008,1304119.30131532,1477057.71768466
647.83353690014,1318489.65347629,1492988.92861912
651.373610872272,1332938.74729295,1509301.46476033
654.913684844404,1347466.58276527,1525160.59394559
658.453758816536,1362073.15989328,1541392.38564778
661.993832788668,1376758.47867696,1557500.50618409
665.533906760799,1391522.53911631,1574185.72499872
669.073980732931,1406365.34121134,1590648.00417068
672.614054705063,1421286.88496205,1607244.28042379
676.154128677195,1436287.17036844,1624000.45526463
679.694202649327,1451366.1974305,1640511.58267799
683.234276621459,1466523.96614824,1657570.71330662
686.774350593591,1481760.47652166,1674589.14713933
690.314424565723,1497075.72855075,1691837.77489668
693.854498537855,1512469.72223552,1708940.86141174
697.394572509987,1527942.45757597,1726444.11003608
700.934646482119,1543493.93457209,1743798.36006081
704.474720454251,1559124.15322389,1761119.76988508
708.014794426382,1574833.11353136,1778511.84698207
711.554868398514,1590620.81549451,1795984.8120516
715.094942370646,1606487.25911334,1813617.49096497
718.635016342778,1622432.44438785,1831509.07055872
722.17509031491,1638456.37131803,1849344.4894065
725.715164287042,1654559.03990389,1867613.33265192
729.255238259174,1670740.45014542,1885922.72977922
732.795312231306,1687000.60204263,1903907.31894101
736.335386203438,1703339.49559552,1922162.86026998
739.87546017557,1719757.13080409,1940382.32358557
743.415534147702,1736253.50766833,1958944.30333127
746.955608119834,1752828.62618824,1977433.79709143
750.495682091965,1769482.48636384,1996515.6925127
754.035756064097,1786215.08819511,2015173.72470453
757.575830036229,1803026.43168206,2033887.96241811
761.115904008361,1819916.51682468,2052663.76089672
764.655977980493,1836885.34362298,2071662.16999178
768.196051952625,1853932.91207696,2090722.86483132
771.736125924757,1871059.22218661,2109885.21686515
775.276199896889,1888264.27395194,2129375.03313577
778.816273869021,1905548.06737295,2148466.24582824
782.356347841153,1922910.60244963,2168093.45178742
785.896421813285,1940351.87918199,2187504.61359821
789.436495785416,1957871.89757003,2207150.34312747
792.976569757548,1975470.65761374,2226718.69511072
796.51664372968,1993148.15931313,2246681.56903831
800.056717701812,2010904.4026682,2266569.44678706
803.596791673944,2028739.38767894,2286576.31013248
807.136865646076,2046653.11434536,2306717.61832357
810.676939618208,2064645.58266745,2326816.46234111
814.21701359034,2082716.79264523,2347307.86127212
817.757087562472,2100866.74427868,2367379.14705074
821.297161534604,2119095.4375678,2388167.8263266
824.837235506736,2137402.8725126,2408612.92287927
828.377309478867,2155789.04911308,2429241.97881234
831.917383450999,2174253.96736924,2449835.6108467
835.457457423131,2192797.62728107,2471076.68594739
838.997531395263,2211420.02884858,2491693.54353708
842.537605367395,2230121.17207176,2512470.87411219
846.077679339527,2248901.05695062,2533316.61264153
849.617753311659,2267759.68348516,2554585.5030376
853.157827283791,2286697.05167538,2575690.64759204
856.697901255923,2305713.16152127,2596665.88520448
860.237975228055,2324808.01302284,2618246.05481742
863.778049200187,2343981.60618008,2639855.63214501
867.318123172319,2363233.940993,2661403.57070388
870.85819714445,2382565.0174616,2682757.86007721
874.398271116582,2401974.83558587,2704520.49171429
877.938345088714,2421463.39536582,2726183.84909545
881.478419060846,2441030.69680145,2748481.25386199
885.018493032978,2460676.73989275,2770633.4712381
888.55856700511,2480401.52463973,2792671.72667396
892.098640977242,2500205.05104239,2815193.21831975
895.638714949374,2520087.31910072,2837938.76428431
899.178788921506,2540048.32881473,2860204.77567775
902.718862893638,2560088.08018442,2882574.24476648
906.25893686577,2580206.57320978,2905015.2379757
909.799010837902,2600403.80789082,2927755.3942398
913.339084810033,2620679.78422754,2950999.14111298
916.879158782165,2641034.50221993,2973405.69438189
920.419232754297,2661467.961868,2996549.79374328
923.959306726429,2681980.16317175,3019269.65734718
927.499380698561,2702571.10613117,3042445.84335023
931.039454670693,2723240.79074627,3065390.55742303
934.579528642825,2743989.21701705,3088739.91061085
938.119602614957,2764816.3849435,3112070.86190507
941.659676587089,2785722.29452563,3135538.09932283
945.199750559221,2806706.94576343,3159317.44354054
948.739824531352,2827770.33865691,3183055.37610792
952.279898503484,2848912.47320607,3206480.12022664
955.819972475616,2870133.34941091,3230439.45564335
959.360046447748,2891432.96727142,3254461.96768527
962.90012041988,2912811.32678761,3278293.88341002
966.440194392012,2934268.42795947,3302642.62010851
969.980268364144,2955804.27078701,3326804.36474605
973.520342336276,2977418.85527023,3351294.52873654
977.060416308408,2999112.18140913,3376171.90482563
980.60049028054,3020884.2492037,3400394.88858978
984.140564252672,3042735.05865395,3425144.00328069
987.680638224803,3064664.60975987,3449938.71338217
991.220712196935,3086672.90252147,3474893.6507341
994.760786169067,3108759.93693875,3499550.9158437
998.300860141199,3130925.7130117,3524168.74802839
1001.84093411333,3153170.23074033,3549124.09144447
1005.38100808546,3175493.49012464,3574201.64962276
1008.92108205759,3197895.49116462,3599238.97592442
1012.46115602973,3220376.23386028,3624361.49911143
1016.00123000186,3242935.71821162,3649497.16695841
1019.54130397399,3265573.94421863,3675016.69035126
1023.08137794612,3288290.91188132,3700325.33972768
1026.62145191825,3311086.62119969,3725333.91590312
1030.16152589039,3333961.07217373,3750991.39244463
1033.70159986252,3356914.26480345,3776839.84345608
1037.24167383465,3379946.19908885,3802633.55338616
1040.78174780678,3403056.87502992,3828436.68926847
1044.32182177891,3426246.29262667,3854022.14946236
1047.86189575105,3449514.45187909,3879657.57312328
1051.40196972318,3472861.3527872,3905801.48773364
1054.94204369531,3496286.99535098,3932235.27386183
1058.48211766744,3519791.37957043,3958374.18162736
1062.02219163957,3543374.50544557,3985244.63002945
1065.56226561171,3567036.37297637,4012078.86827322
1069.10233958384,3590776.98216286,4038565.90955691
1072.64241355597,3614596.33300502,4065348.20106914
1076.1824875281,3638494.42550286,4091982.04205727
1079.72256150023,3662471.25965637,4118923.08305036
1083.26263547237,3686526.83546557,4145713.5908802
1086.8027094445,3710661.15293043,4172424.74162218
1090.34278341663,3734874.21205098,4199791.29148581
1093.88285738876,3759166.0128272,4227609.05831184
1097.42293136089,3783536.5552591,4254378.18110575
1100.96300533302,3807985.83934667,4281575.57733782
1104.50307930516,3832513.86508992,4308705.98569879
1108.04315327729,3857120.63248885,4335997.54698591
1111.58322724942,3881806.14154345,4363744.26820043
1115.12330122155,3906570.39225374,4391474.47567823
1118.66337519368,3931413.38461969,4419433.16262602
1122.20344916582,3956335.11864133,4447904.17703598
1125.74352313795,3981335.59431864,4475902.12102665
1129.28359711008,4006414.81165162,4503683.21266839
1132.82367108221,4031572.77064029,4531710.62280269
1136.36374505434,4056809.47128463,4559976.37381721
1139.90381902648,4082124.91358464,4587920.68393478
1143.44389299861,4107519.09754034,4616644.49718867
1146.98396697074,4132992.02315171,4645606.79043694
1150.52404094287,4158543.69041875,4674230.71703464
1154.064114915,4184174.09934148,4702860.73702771
1157.60418888714,4209883.24991988,4731134.87365282
1161.14426285927,4235671.14215395,4759481.90573159
1164.6843368314,4261537.7760437,4788526.58530919
1168.22441080353,4287483.15158913,4817637.11201731
1171.76448477566,4313507.26879024,4846357.87367338
1175.30455874779,4339610.12764702,4875315.3589982
1178.84463271993,4365791.72815948,4904222.20175914
1182.38470669206,4392052.07032762,4933605.08099689
1185.92478066419,4418391.15415143,4963175.4735502
1189.46485463632,4444808.97963092,4992684.44185575
1193.00492860845,4471305.54676608,5022579.56403713
1196.54500258059,4497880.85555692,5052586.83472724
1200.08507655272,4524534.90600344,5082463.13514049
1203.62515052485,4551267.69810564,5112093.17358454
1207.16522449698,4578079.23186351,5141719.23267032
1210.70529846911,4604969.50727706,5171933.35956217
1214.24537244125,4631938.52434628,5202312.62744849
1217.78544641338,4658986.28307118,5232108.69019319
1221.32552038551,4686112.78345176,5262721.5763505
1224.86559435764,4713318.02548801,5292878.42935989
1228.40566832977,4740602.00917995,5323353.13762124
1231.94574230191,4767964.73452755,5353693.24667418
1235.48581627404,4795406.20153084,5384812.98113112
1239.02589024617,4822926.4101898,5415751.19657108
1242.5659642183,4850525.36050443,5446257.21172235
1246.10603819043,4878203.05247475,5477259.04539591
1249.64611216257,4905959.48610074,5507622.04022106
1253.1861861347,4933794.6613824,5539007.16690294
1256.72626010683,4961708.57831975,5570193.23954571
1260.26633407896,4989701.23691277,5601439.04979191
1263.80640805109,5017772.63716146,5632390.44271414
1267.34648202322,5045922.77906584,5664362.53659035
1270.88655599536,5074151.66262589,5695891.06278267
1274.42662996749,5102459.28784161,5728273.81216645
1277.96670393962,5130845.65471302,5760613.60824131
1281.50677791175,5159310.7632401,5792943.36028843
1285.04685188388,5187854.61342285,5824241.64444379
1288.58692585602,5216477.20526128,5856503.25252605
1292.12699982815,5245178.53875539,5889011.18815714
1295.66707380028,5273958.61390518,5921100.64524702
1299.20714777241,5302817.43071064,5954213.28743524
1302.74722174454,5331754.98917178,5986631.76502831
1306.28729571668,5360771.28928859,6018925.98199729
1309.82736968881,5389866.33106109,6051455.32009932
1313.36744366094,5419040.11448926,6083879.55759336
1316.90751763307,5448292.6395731,6116595.32630031
1320.4475916052,5477623.90631262,6149749.14721206
1323.98766557734,5507033.91470782,6182435.50392352
1327.52773954947,5536522.66475869,6215725.30741908
1331.0678135216,5566090.15646525,6248867.29230554
1334.60788749373,5595736.38982747,6281629.868867
1338.14796146586,5625461.36484538,6315203.73435706
1341.68803543799,5655265.08151896,6347872.31822178
1345.22810941013,5685147.53984822,6382278.43702247
1348.76818338226,5715108.73983315,6415617.15439545
1352.30825735439,5745148.68147376,6448759.78157865
1355.84833132652,5775267.36477005,6482663.53111876
1359.38840529865,5805464.78972201,6516537.61561746
1362.92847927079,5835740.95632965,6550196.82439206
1366.46855324292,5866095.86459297,6583971.23013368
1370.00862721505,5896529.51451197,6618170.66052116
1373.54870118718,5927041.90608663,6652796.79014347
1377.08877515931,5957633.03931698,6686833.93888988
1380.62884913145,5988302.914203,6721419.87386008
1384.16892310358,6019051.53074471,6755937.78491313
1387.70899707571,6049878.88894208,6789714.77588079
1391.24907104784,6080784.98879514,6823826.20307009
1394.78914501997,6111769.83030386,6858059.43582724
1398.32921899211,6142833.41346827,6893388.38276019
1401.86929296424,6173975.73828835,6928739.04515357
1405.40936693637,6205196.80476411,6963861.21042662
1408.9494409085,6236496.61289555,6999180.7278499
1412.48951488063,6267875.16268266,7034534.47653423
1416.02958885276,6299332.45412545,7069274.08193251
1419.5696628249,6330868.48722391,7104413.66125837
1423.10973679703,6362483.26197806,7139624.21696129
1426.64981076916,6394176.77838788,7174536.51844525
1430.18988474129,6425949.03645337,7209953.40051795
1433.72995871342,6457800.03617454,7245277.8959668
1437.27003268556,6489729.77755139,7280991.78434146
1440.81010665769,6521738.26058391,7317491.48470159
1444.35018062982,6553825.48527212,7353811.60351608
1447.89025460195,6585991.45161599,7389636.55389927
1451.43032857408,6618236.15961555,7425309.1321921
1454.97040254622,6650559.60927078,7462486.9869699
1458.51047651835,6682961.80058169,7498891.0283866
1462.05055049048,6715442.73354827,7535418.563694
1465.59062446261,6748002.40817053,7571826.35628619
1469.13069843474,6780640.82444847,7608332.17772212
1472.67077240688,6813357.98238209,7644592.06373991
1476.21084637901,6846153.88197138,7681271.98434782
1479.75092035114,6879028.52321634,7718219.48469185
1483.29099432327,6911981.90611699,7755495.91642278
1486.8310682954,6945014.03067331,7792438.41262512
1490.37114226754,6978124.8968853,7829962.7459619
1493.91121623967,7011314.50475298,7867576.68881268
1497.4512902118,7044582.85427633,7904480.47388323
1500.99136418393,7077929.94545535,7942087.33755541
1504.53143815606,7111355.77829006,7979512.89994676
1508.07151212819,7144860.35278044,8016680.828605
1511.61158610033,7178443.66892649,8054166.99011959
1515.15166007246,7212105.72672823,8092477.93810562
1518.69173404459,7245846.52618564,8129991.5088575
1522.23180801672,7279666.06729872,8169000.78918359
1525.77188198885,7313564.35006748,8207350.41976108
1529.31195596099,7347541.37449192,8245224.95773112
1532.85202993312,7381597.14057204,8283442.11408471
1536.39210390525,7415731.64830783,8321968.46107391
1539.93217787738,7449944.8976993,8359524.72102479
1543.47225184951,7484236.88874645,8399339.50579393
1547.01232582165,7518607.62144927,8438139.02375981
1550.55239979378,7553057.09580777,8476635.90594967
1554.09247376591,7587585.31182194,8515040.32416216
1557.63254773804,7622192.26949179,8553467.99681061
1561.17262171017,7656877.96881732,8592168.10246443
1564.71269568231,7691642.40979852,8631820.07164357
1568.25276965444,7726485.59243541,8670892.21163269
1571.79284362657,7761407.51672796,8710024.55143028
1575.3329175987,7796408.1826762,8749478.87779692
1578.87299157083,7831487.59028011,8788297.86981713
1582.41306554296,7866645.7395397,8827667.2129057
1585.9531395151,7901882.63045496,8867431.88506375
1589.49321348723,7937198.2630259,8907072.31570982
1593.03328745936,7972592.63725252,8946901.48890866
1596.57336143149,8008065.75313482,8986540.90871503
1600.11343540362,8043617.61067278,9027036.53236728
1603.65350937576,8079248.20986643,9066139.61654819
1607.19358334789,8114957.55071576,9106540.50661407
1610.73365732002,8150745.63322076,9147673.51410109
1614.27373129215,8186612.45738143,9187465.75824244
1617.81380526428,8222558.02319779,9227863.43863721
1621.35387923642,8258582.33066982,9269350.68735592
1624.89395320855,8294685.37979752,9308705.93325248
1628.43402718068,8330867.17058091,9349338.96781351
1631.97410115281,8367127.70301997,9390644.27823094
1635.51417512494,8403466.9771147,9431407.48238756
1639.05424909708,8439884.99286512,9472839.52706411
1642.59432306921,8476381.7502712,9513755.28625345
1646.13439704134,8512957.24933297,9555336.07873755
1649.67447101347,8549611.49005041,9596280.01576398
1653.2145449856,8586344.47242353,9636929.61748621
1656.75461895773,8623156.19645233,9678032.86601672
1660.29469292987,8660046.6621368,9719108.66451949
1663.834766902,8697015.86947695,9760680.95399334
1667.37484087413,8734063.81847277,9803015.70955131
1670.91491484626,8771190.50912428,9844583.63628602
1674.45498881839,8808395.94143145,9886926.77382006
1677.99506279053,8845680.11539431,9929893.0823762
1681.53513676266,8883043.03101284,9972263.56214487
1685.07521073479,8920484.68828705,10014033.4994415
1688.61528470692,8958005.08721693,10055833.5105894
1692.15535867905,8995604.22780249,10097598.5068277
1695.69543265119,9033282.11004373,10140287.3126305
1699.23550662332,9071038.73394065,10183237.1846055
1702.77558059545,9108874.09949324,10225693.7066989
1706.31565456758,9146788.2067015,10268185.0678159
1709.85572853971,9184781.05556545,10310519.5598747
1713.39580251185,9222852.64608507,10353151.8997186
1716.93587648398,9261002.97826037,10395282.9558977
1720.47595045611,9299232.05209134,10437432.8483525
1724.01602442824,9337539.86757799,10479870.4185434
1727.55609840037,9375926.42472032,10523503.3970959
1731.09617237251,9414391.72351832,10567162.4707785
1734.63624634464,9452935.763972,10610353.768017
1738.17632031677,9491558.54608136,10653740.8521961
1741.7163942889,9530260.06984639,10697019.8980796
1745.25646826103,9569040.3352671,10740231.8650019
1748.79654223316,9607899.34234349,10784963.9239521
1752.3366162053,9646837.09107555,10828265.5833931
1755.87669017743,9685853.58146329,10872723.3938161
1759.41676414956,9724948.81350671,10916107.36227
1762.95683812169,9764122.7872058,10959526.7909768
1766.49691209382,9803375.50256057,11002961.8278732
1770.03698606596,9842706.95957102,11046257.277186
1773.57706003809,9882117.15823714,11090156.1339768
1777.11713401022,9921606.09855894,11134826.6546062
1780.65720798235,9961173.78053641,11178556.5104152
1784.19728195448,10000820.2041696,11223000.0111812
1787.73735592662,10040545.3694584,11266571.8085086
1791.27742989875,10080349.2764029,11311436.648158
1794.81750387088,10120231.9250031,11356683.4886511
1798.35757784301,10160193.3152589,11401976.0127523
1801.89765181514,10200233.4471705,11445990.1361129
1805.43772578728,10240352.3207377,11491484.9799286
1808.97779975941,10280549.9359606,11535952.8069968
1812.51787373154,10320826.2928391,11580410.9317194
